Country,PrimaryDatabase,YearsWithThisDatabase,EmploymentStatus,ManageStaff,DatabaseServers,PopulationOfLargestCityWithin20Miles,Gender,SalaryUSD
United Kingdom,Microsoft SQL Server,9,Full time employee,No,4,Not Asked,Male,54000
United Kingdom,Microsoft SQL Server,5,Full time employee,No,10,Not Asked,Prefer not to say,95000
Czech Republic,Microsoft SQL Server,2,Full time employee,No,1,Not Asked,Male,28600
Croatia,Microsoft SQL Server,5,Full time employee,Yes,5,Not Asked,Male,46000
United Kingdom,Microsoft SQL Server,17,Full time employee,No,150,Not Asked,Male,70000
United Kingdom,Microsoft SQL Server,10,Full time employee,No,20,Not Asked,Male,60112
Israel,Microsoft SQL Server,6,Full time employee,No,10,Not Asked,Female,68000
Hungary,Microsoft SQL Server,4,Full time employee,No,16,Not Asked,Male,17500
United Kingdom,Microsoft SQL Server,8,Full time employee,No,450,Not Asked,Male,75000
South Africa,Microsoft SQL Server,20,Full time employee,No,35,Not Asked,Male,80000
Austria,Microsoft SQL Server,2,Full time employee,No,70,Not Asked,Male,54832
Sweden,Microsoft SQL Server,2,Full time employee,No,50,Not Asked,Male,45800
Netherlands,Microsoft SQL Server,20,Full time employee,Yes,4,Not Asked,Male,58
India,Microsoft SQL Server,12,Full time employee,No,3,Not Asked,Male,16000
Nepal,Microsoft SQL Server,12,Full time employee,Yes,8,Not Asked,Male,16000
Austria,Microsoft SQL Server,10,Full time employee,No,50,Not Asked,Male,68000
United States,Microsoft SQL Server,5,Full time employee,Yes,3,Not Asked,Male,105000
Hungary,Microsoft SQL Server,15,Full time employee,No,20,Not Asked,Male,30000
Australia,Microsoft SQL Server,2,Full time employee,No,300,Not Asked,Male,50000
Australia,Microsoft SQL Server,4,Full time employee,No,15,Not Asked,Female,38000
United States,Microsoft SQL Server,16,Full time employee,No,145,Not Asked,Male,112000
United States,Microsoft SQL Server,6,Full time employee,No,4,Not Asked,Male,65000
United States,Microsoft SQL Server,20,Full time employee,No,15,Not Asked,Male,113000
United States,Microsoft SQL Server,3,Full time employee,No,1,Not Asked,Female,86000
Australia,Microsoft SQL Server,1,Full time employee,No,5,Not Asked,Male,70000
United States,Microsoft SQL Server,22,Full time employee,No,24,Not Asked,Prefer not to say,103000
Malaysia,Microsoft SQL Server,10,Full time employee,Yes,2,Not Asked,Male,10962
United States,Microsoft SQL Server,16,Full time employee,No,60,Not Asked,Female,165000
India,Microsoft SQL Server,10,Full time employee of a consulting/contracting company,Yes,1,Not Asked,Male,12500
United States,Microsoft SQL Server,7,Full time employee,No,10,Not Asked,Meat Popsicle ,85000
United States,Microsoft SQL Server,3,Full time employee of a consulting/contracting company,No,5,Not Asked,Male,80000
Australia,Oracle,20,Full time employee,No,16,Not Asked,Male,95000
United States,Microsoft SQL Server,17,Full time employee of a consulting/contracting company,No,10,Not Asked,Male,115000
Russia,Microsoft SQL Server,10,Full time employee,Yes,2,Not Asked,Male,30000
United States,Microsoft SQL Server,4,Full time employee,No,10,Not Asked,Male,75000
United States,Microsoft SQL Server,17,Full time employee,No,30,Not Asked,Female,166000
Australia,Microsoft SQL Server,2,Full time employee,Yes,50,Not Asked,Male,80000
United States,Microsoft SQL Server,7,Full time employee,No,3,Not Asked,Female,83000
United States,Microsoft SQL Server,4,Full time employee,No,3000,Not Asked,Prefer not to say,60000
United States,Microsoft SQL Server,15,"Independent consultant, contractor, freelancer,  or company owner",Yes,10,Not Asked,Male,120000
United States,Microsoft SQL Server,20,Full time employee,No,100,Not Asked,Male,136000
Canada,Microsoft SQL Server,10,"Independent consultant, contractor, freelancer,  or company owner",Yes,40,Not Asked,Male,144000
United States,Microsoft SQL Server,3,Full time employee,Yes,20,Not Asked,Female,85000
Australia,Microsoft SQL Server,9,Full time employee,No,70,Not Asked,Male,123673
United States,Microsoft SQL Server,17,Full time employee,No,5,Not Asked,Male,122000
United States,Microsoft SQL Server,12,Full time employee,No,150,Not Asked,Male,121000
Australia,Microsoft SQL Server,20,Full time employee of a consulting/contracting company,No,100,Not Asked,Male,100000
Canada,Microsoft SQL Server,18,Full time employee,No,86,Not Asked,Male,120000
United States,Microsoft SQL Server,12,Full time employee,Yes,3,Not Asked,Male,180000
Canada,Microsoft SQL Server,21,Full time employee,Yes,10,Not Asked,Male,100000
United States,Microsoft Access,10,Full time employee,Yes,2,Not Asked,Female,85000
United States,Microsoft SQL Server,20,Full time employee,Yes,3,Not Asked,Male,333000
United States,Microsoft SQL Server,18,Full time employee,No,14,Not Asked,Male,105000
United States,Microsoft SQL Server,1,Full time employee,No,10,Not Asked,Male,50000
United States,Microsoft SQL Server,4,Full time employee,No,5,Not Asked,Male,81000
United States,Microsoft SQL Server,10,Full time employee,No,4,Not Asked,Male,90000
United States,Microsoft SQL Server,0,Full time employee,Yes,2,Not Asked,Male,64000
Australia,Microsoft SQL Server,7,Full time employee of a consulting/contracting company,No,160,Not Asked,Male,78000
Australia,Microsoft SQL Server,25,Full time employee,Yes,6,Not Asked,Male,120000
United States,Microsoft SQL Server,9,Full time employee,No,0,Not Asked,Male,155000
Australia,Microsoft SQL Server,16,Full time employee,No,150,Not Asked,Female,80500
United States,Microsoft SQL Server,5,Full time employee,No,150,Not Asked,Male,118000
United States,Microsoft SQL Server,7,Full time employee,Yes,2,Not Asked,Male,90000
United States,Microsoft SQL Server,20,Full time employee,No,6,Not Asked,Male,120000
United States,Microsoft SQL Server,5,Full time employee,Yes,350,Not Asked,Male,86000
United States,Microsoft SQL Server,5,Full time employee,No,5,Not Asked,Male,97263
Australia,Microsoft SQL Server,20,Full time employee,Yes,10,Not Asked,Male,135000
United States,Microsoft SQL Server,17,Full time employee,Yes,5,Not Asked,Male,105000
Australia,Microsoft SQL Server,13,Full time employee,No,4,Not Asked,Male,135000
New Zealand,Microsoft SQL Server,12,Full time employee,No,10,Not Asked,Male,62000
Belgium,Microsoft SQL Server,10,"Independent consultant, contractor, freelancer,  or company owner",No,2,Not Asked,Male,100000
Canada,Microsoft SQL Server,10,Full time employee,No,80,Not Asked,Non-binary/third gender,93396
United States,Microsoft SQL Server,21,"Independent consultant, contractor, freelancer,  or company owner",No,20,Not Asked,Male,100000
United States,Microsoft SQL Server,6,Full time employee,No,80,Not Asked,Male,121000
United States,Microsoft SQL Server,4,Full time employee,No,4,Not Asked,Male,110000
United States,Microsoft SQL Server,6,Full time employee,Yes,3,Not Asked,Male,71000
United States,Microsoft SQL Server,20,"Independent consultant, contractor, freelancer,  or company owner",No,7,Not Asked,Male,260000
United States,Microsoft SQL Server,2,Full time employee,No,10,Not Asked,Female,75000
Australia,Microsoft SQL Server,4,Full time employee,Yes,4,Not Asked,Male,69000
Canada,Microsoft SQL Server,1,Full time employee,No,1,Not Asked,Male,60000
Australia,Microsoft SQL Server,11,Full time employee,No,104,Not Asked,Male,111000
Australia,Microsoft SQL Server,15,Full time employee,Yes,512,Not Asked,Male,84000
United States,Microsoft SQL Server,2,Full time employee of a consulting/contracting company,No,50,Not Asked,Male,93000
Hungary,Microsoft SQL Server,10,Full time employee,No,6,Not Asked,Male,46000
United States,Microsoft SQL Server,17,Full time employee,Yes,50,Not Asked,Female,127000
Germany,MySQL/MariaDB,7,Full time employee,No,6,Not Asked,Male,59500
United States,Microsoft SQL Server,4,Full time employee,No,4,Not Asked,Male,113000
United Kingdom,Microsoft SQL Server,13,Full time employee,Yes,100,Not Asked,Male,94000
Poland,Microsoft SQL Server,7,Full time employee,Yes,30,Not Asked,Male,45000
United States,Microsoft SQL Server,17,Full time employee,No,5,Not Asked,Male,55000
United States,Microsoft SQL Server,3,Full time employee,No,25,Not Asked,Male,70000
United States,Microsoft SQL Server,10,Full time employee,No,50,Not Asked,Male,122000
United States,Microsoft SQL Server,15,Full time employee,Yes,6,Not Asked,Male,95000
United States,Microsoft SQL Server,9,Full time employee,Yes,7,Not Asked,Male,82500
United States,Microsoft SQL Server,15,Full time employee,No,2,Not Asked,Male,117500
United States,Microsoft SQL Server,10,Full time employee,Yes,6,Not Asked,Male,960000
United States,Microsoft SQL Server,10,Full time employee,No,10,Not Asked,Male,105000
Denmark,Microsoft SQL Server,20,Full time employee of a consulting/contracting company,Yes,500,Not Asked,Male,140000
United States,Microsoft SQL Server,12,Full time employee,Yes,20,Not Asked,Male,111000
United States,Microsoft SQL Server,10,Full time employee,Yes,5,Not Asked,Male,150000
United States,Microsoft SQL Server,6,Full time employee,No,20,Not Asked,Male,98000
Jersey,Microsoft SQL Server,7,Full time employee,No,20,Not Asked,Female,60000
Russia,Microsoft SQL Server,15,Full time employee,No,7,Not Asked,Male,28600
Australia,Microsoft SQL Server,3,Full time employee,No,8,Not Asked,Male,76000
Ukraine,Microsoft SQL Server,2,"Independent consultant, contractor, freelancer,  or company owner",No,3,Not Asked,Male,26500
United States,Microsoft SQL Server,7,Full time employee,No,3,Not Asked,Female,65000
Poland,Microsoft SQL Server,4,Full time employee,No,50,Not Asked,Male,40000
Germany,Microsoft SQL Server,17,Full time employee,No,20,Not Asked,Male,93000
United States,Microsoft SQL Server,7,Full time employee,No,5,Not Asked,Male,80000
France,Microsoft SQL Server,3,Full time employee,No,8,Not Asked,Male,35000
United States,Microsoft SQL Server,17,Full time employee,No,7,Not Asked,Male,110000
United Kingdom,Microsoft SQL Server,10,Full time employee,Yes,20,Not Asked,Male,80300
United States,Microsoft SQL Server,4,Full time employee,No,40,Not Asked,Male,55000
New Zealand,Microsoft SQL Server,10,Full time employee,No,15,Not Asked,Male,77000
United States,Microsoft SQL Server,18,Full time employee of a consulting/contracting company,No,100,Not Asked,Male,140000
United Kingdom,Microsoft SQL Server,2,Full time employee,No,15,Not Asked,Male,60330
France,Microsoft SQL Server,5,Full time employee,No,15,Not Asked,Male,40000
United States,Microsoft SQL Server,15,Full time employee,No,30,Not Asked,Male,120000
Sweden,Microsoft SQL Server,2,Full time employee,No,3,Not Asked,Male,47219
Canada,Microsoft SQL Server,5,Full time employee,No,3,Not Asked,Male,75000
United States,Microsoft SQL Server,10,Full time employee,No,2,Not Asked,Male,95000
Turkey,Microsoft SQL Server,10,Full time employee of a consulting/contracting company,No,48,Not Asked,Male,72000
United States,Microsoft SQL Server,18,Full time employee,No,25,Not Asked,Male,164000
United States,Microsoft SQL Server,3,Full time employee,Yes,6,Not Asked,Male,140000
United States,Microsoft SQL Server,6,Full time employee,No,3,Not Asked,Male,90000
United States,Microsoft SQL Server,3,Full time employee,No,2,Not Asked,Male,60000
United States,Microsoft SQL Server,18,Full time employee,Yes,3,Not Asked,Male,92500
United States,Microsoft SQL Server,10,Full time employee,Yes,33,Not Asked,Male,100000
United States,Microsoft SQL Server,10,Full time employee,No,50,Not Asked,Male,135000
Latvia,Microsoft SQL Server,2,Full time employee,Yes,25,Not Asked,Male,24000
United States,Microsoft SQL Server,15,Full time employee,Yes,5,Not Asked,Female,125000
Netherlands,Microsoft SQL Server,5,Full time employee,Yes,4,Not Asked,Male,61763
United Kingdom,Microsoft SQL Server,2,Full time employee,No,12,Not Asked,Male,34821
United States,PostgreSQL,2,Full time employee of a consulting/contracting company,Yes,5,Not Asked,Male,67000
Saudi Arabia,Microsoft SQL Server,8,Full time employee,No,80,Not Asked,Male,65000
United States,Microsoft SQL Server,7,Full time employee,No,12,Not Asked,Male,62000
United States,Microsoft SQL Server,14,Full time employee,No,2,Not Asked,Male,117000
Serbia and Montenegro,Oracle,15,"Independent consultant, contractor, freelancer,  or company owner",Yes,75,Not Asked,Prefer not to say,30000
Canada,Oracle,20,"Independent consultant, contractor, freelancer,  or company owner",Yes,4,Not Asked,Male,120000
United Kingdom,Microsoft SQL Server,12,Full time employee,Yes,6,Not Asked,Male,70000
United States,Microsoft SQL Server,10,Full time employee of a consulting/contracting company,No,20,Not Asked,Male,130000
Spain,Microsoft SQL Server,7,Full time employee,No,4,Not Asked,Male,30000
United States,Microsoft SQL Server,3,Full time employee,No,30,Not Asked,Male,59000
Lithuania,Microsoft SQL Server,12,Full time employee,Yes,10,Not Asked,Male,56640
United States,Microsoft SQL Server,15,Full time employee,No,40,Not Asked,Male,135000
United States,Oracle,2,Full time employee,Yes,3,Not Asked,Female,97500
Australia,Microsoft SQL Server,10,"Independent consultant, contractor, freelancer,  or company owner",No,10,Not Asked,Male,200000
United States,Microsoft SQL Server,23,Full time employee,Yes,12,Not Asked,Male,118000
United States,Microsoft SQL Server,10,Full time employee,No,2000,Not Asked,Male,110000
United States,Microsoft SQL Server,15,Full time employee,No,20,Not Asked,Male,92000
United States,Microsoft SQL Server,18,Full time employee,No,3,Not Asked,Female,110000
United States,Microsoft SQL Server,15,Full time employee,No,50,Not Asked,Male,130000
Czech Republic,Microsoft SQL Server,5,Full time employee,No,800,Not Asked,Male,22000
United Kingdom,Microsoft SQL Server,17,Full time employee,Yes,80,Not Asked,Male,80000
United States,MySQL/MariaDB,3,Full time employee,No,300,Not Asked,Male,60000
Italy,Microsoft SQL Server,13,Full time employee,Yes,4,Not Asked,Male,77000
Germany,Microsoft SQL Server,10,Part time,Yes,44,Not Asked,Male,75000
United Kingdom,Microsoft SQL Server,10,Full time employee,No,3,Not Asked,Male,57000
United States,Microsoft SQL Server,15,Full time employee,No,80,Not Asked,Female,65000
United States,Microsoft SQL Server,22,Full time employee,No,0,Not Asked,Male,154000
United States,Microsoft SQL Server,3,Full time employee,No,57,Not Asked,Male,62000
United States,Microsoft SQL Server,15,Full time employee,Yes,20,Not Asked,Male,177000
Canada,Microsoft SQL Server,7,Full time employee,No,12,Not Asked,Male,71650
Canada,Microsoft SQL Server,10,Full time employee,Yes,3,Not Asked,Male,68000
Russia,Microsoft SQL Server,10,Full time employee,No,15,Not Asked,Male,45000
United States,Microsoft SQL Server,7,Full time employee,Yes,4,Not Asked,Female,76000
United States,Microsoft SQL Server,5,Full time employee,No,1,Not Asked,Male,54000
Costa Rica,Microsoft SQL Server,10,Full time employee,No,10,Not Asked,Male,60000
Greece,MySQL/MariaDB,20,Part time,No,2,Not Asked,Male,8000
United States,Microsoft SQL Server,11,Full time employee,Yes,100,Not Asked,Male,146000
United States,Microsoft SQL Server,21,Full time employee,Yes,35,Not Asked,Female,122500
United States,Microsoft SQL Server,10,Full time employee,No,40,Not Asked,Male,111000
Bulgaria,Microsoft SQL Server,3,Full time employee of a consulting/contracting company,No,3,Not Asked,Male,33430
United States,Microsoft SQL Server,6,Full time employee,No,20,Not Asked,Male,77000
United States,Microsoft SQL Server,15,Full time employee,No,30,Not Asked,Male,105000
United States,Microsoft SQL Server,12,Full time employee,No,3,Not Asked,Male,84000
United States,Microsoft SQL Server,10,Full time employee,No,3,Not Asked,Male,80000
United States,Microsoft SQL Server,10,Full time employee,Yes,150,Not Asked,Male,68000
Netherlands,Microsoft SQL Server,4,Full time employee,No,30,Not Asked,Male,65000
United States,Microsoft SQL Server,15,Full time employee,No,7,Not Asked,Male,92000
United Kingdom,Microsoft SQL Server,6,Full time employee,Yes,6,Not Asked,Male,60000
United States,Microsoft SQL Server,21,Full time employee,No,68,Not Asked,Male,133000
United States,Microsoft SQL Server,7,Full time employee,No,25,Not Asked,Male,82000
United States,Microsoft SQL Server,10,Full time employee,No,8,Not Asked,Male,140000
Sweden,Microsoft SQL Server,5,Full time employee,No,20,Not Asked,Male,58000
United States,Microsoft SQL Server,10,Full time employee,Yes,40,Not Asked,Male,187000
United States,Microsoft SQL Server,5,Full time employee,No,150,Not Asked,Male,85000
United States,Microsoft SQL Server,17,Full time employee,No,30,Not Asked,Male,139000
United States,Microsoft SQL Server,18,Full time employee,Yes,1,Not Asked,Male,86000
United States,Microsoft SQL Server,13,Full time employee,No,5,Not Asked,Male,85000
United States,Microsoft SQL Server,17,Full time employee,No,200,Not Asked,Male,120000
United States,Microsoft SQL Server,10,Full time employee,No,4,Not Asked,Male,128500
United Kingdom,Microsoft SQL Server,4,Full time employee,No,6,Not Asked,Male,60300
United States,Microsoft SQL Server,4,Full time employee,No,4,Not Asked,Male,84000
United States,Microsoft SQL Server,10,Full time employee,Yes,45,Not Asked,Male,110000
New Zealand,Microsoft SQL Server,12,Full time employee,Yes,6,Not Asked,Male,628857
United States,Microsoft SQL Server,14,Full time employee,Yes,10,Not Asked,Male,96000
United States,Oracle,10,Full time employee,No,7,Not Asked,Male,90000
United States,Microsoft SQL Server,20,Full time employee,Yes,250,Not Asked,Male,98000
Netherlands,Microsoft SQL Server,18,Full time employee,Yes,20,Not Asked,Male,71000
United States,Microsoft SQL Server,3,Full time employee,No,2,Not Asked,Male,73000
Argentina,Microsoft SQL Server,5,Full time employee,No,2,Not Asked,Male,22000
United States,Microsoft SQL Server,4,Full time employee of a consulting/contracting company,No,20,Not Asked,Male,100000
United States,Microsoft SQL Server,5,Full time employee,No,1,Not Asked,Male,43000
United States,Microsoft SQL Server,10,Full time employee of a consulting/contracting company,Yes,4,Not Asked,Male,101725
Canada,Microsoft SQL Server,8,Full time employee,No,5,Not Asked,Female,56000
United States,Microsoft SQL Server,6,Full time employee,No,12,Not Asked,Male,115000
United States,Microsoft SQL Server,12,Full time employee,No,100,Not Asked,Male,105000
Canada,Microsoft SQL Server,3,Full time employee,No,30,Not Asked,Male,73000
United States,Microsoft SQL Server,16,Full time employee,Yes,20,Not Asked,Male,194000
United States,Microsoft SQL Server,7,Full time employee,No,32,Not Asked,Female,73000
United States,Microsoft SQL Server,8,Full time employee,Yes,7,Not Asked,Female,149000
United States,Microsoft SQL Server,15,Full time employee,No,20,Not Asked,Male,140000
United States,Microsoft SQL Server,5,Full time employee,No,6,Not Asked,Female,64477
United States,Microsoft SQL Server,15,Full time employee,No,180,Not Asked,Male,160000
Canada,Microsoft SQL Server,7,"Independent consultant, contractor, freelancer,  or company owner",No,1,Not Asked,Male,78000
United States,Microsoft SQL Server,20,Full time employee,No,4,Not Asked,Male,107000
United Kingdom,Microsoft SQL Server,6,Full time employee,No,6,Not Asked,Prefer not to say,80000
New Zealand,Microsoft SQL Server,8,Full time employee,No,9,Not Asked,Male,36312
United States,Microsoft SQL Server,4,Full time employee,No,20,Not Asked,Male,85000
Switzerland,Microsoft SQL Server,14,Full time employee,Yes,35,Not Asked,Male,145000
United States,Microsoft SQL Server,12,Full time employee,Yes,8,Not Asked,Male,155000
Denmark,Microsoft SQL Server,15,Full time employee,No,6,Not Asked,Male,95000
United States,Microsoft SQL Server,4,Full time employee,Yes,10,Not Asked,Male,132000
United States,Microsoft SQL Server,5,Full time employee,No,150,Not Asked,Male,100000
United States,Microsoft SQL Server,12,Full time employee,Yes,150,Not Asked,Male,132131
United States,Microsoft SQL Server,8,Full time employee,No,8,Not Asked,Male,91000
United States,Microsoft SQL Server,8,Full time employee,No,3,Not Asked,Attack Helicopter,108000
Canada,Microsoft SQL Server,25,Full time employee,Yes,25,Not Asked,Male,109000
United Kingdom,Microsoft SQL Server,3,Full time employee,No,4,Not Asked,Male,49500
United States,Microsoft SQL Server,16,Full time employee,Yes,6,Not Asked,Male,115000
United States,Microsoft SQL Server,1,Full time employee,No,15,Not Asked,Male,58000
United States,Microsoft SQL Server,5,Full time employee,No,10,Not Asked,Male,126000
United States,Microsoft SQL Server,4,Full time employee,No,12,Not Asked,Male,72000
United States,Microsoft SQL Server,15,Full time employee,No,20,Not Asked,Male,123000
United States,Microsoft SQL Server,8,Full time employee,No,5,Not Asked,Male,122500
United States,Microsoft SQL Server,10,Full time employee,No,5,Not Asked,Male,120000
United States,Microsoft SQL Server,16,Full time employee,No,5,Not Asked,Male,104000
United States,Microsoft SQL Server,9,Full time employee,Yes,3,Not Asked,Male,121000
Romania,Microsoft SQL Server,8,Full time employee,No,15,Not Asked,Male,43000
United States,Microsoft SQL Server,5,Full time employee,No,2,Not Asked,Male,54000
United States,Microsoft SQL Server,3,Full time employee,No,75,Not Asked,Male,62700
United States,Microsoft SQL Server,10,Full time employee,No,12,Not Asked,Male,115000
United States,Microsoft SQL Server,15,Full time employee,No,160,Not Asked,Male,118000
United States,Microsoft SQL Server,3,Full time employee,No,75,Not Asked,Male,62700
United States,Microsoft SQL Server,5,Full time employee,No,250,Not Asked,Female,98000
India,Microsoft SQL Server,14,Full time employee,No,3,Not Asked,Male,60000
United States,Microsoft SQL Server,7,Full time employee of a consulting/contracting company,No,20,Not Asked,Male,90000
United States,Microsoft SQL Server,16,Full time employee,No,6,Not Asked,Male,106000
United States,Cassandra,2,Full time employee,No,25,Not Asked,Male,150000
United States,Microsoft SQL Server,10,Full time employee,No,20,Not Asked,Male,98000
United Kingdom,Microsoft SQL Server,3,Full time employee,No,10,Not Asked,Male,65000
United States,Microsoft SQL Server,13,Full time employee,Yes,2,Not Asked,Male,160000
United States,Microsoft SQL Server,15,Full time employee,No,36,Not Asked,Male,118556
United States,Microsoft SQL Server,19,"Independent consultant, contractor, freelancer,  or company owner",Yes,5,Not Asked,Male,300000
United Kingdom,Microsoft SQL Server,13,Full time employee,No,3,Not Asked,Male,57706
United States,Microsoft SQL Server,20,Full time employee,Yes,50,Not Asked,Male,120000
United States,Microsoft SQL Server,3,Full time employee,No,900,Not Asked,Male,90000
United States,Microsoft SQL Server,7,Full time employee,No,10,Not Asked,Male,150000
United States,MySQL/MariaDB,10,Full time employee,No,3,Not Asked,Male,125000
Slovakia,Microsoft SQL Server,10,Full time employee,Yes,330,Not Asked,Male,38000
United States,Microsoft SQL Server,6,Full time employee,No,200,Not Asked,Prefer not to say,80000
United States,Microsoft SQL Server,15,Full time employee,No,5,Not Asked,Male,82000
United States,Microsoft SQL Server,20,Full time employee,Yes,10,Not Asked,Male,88000
United Kingdom,Microsoft SQL Server,19,"Independent consultant, contractor, freelancer,  or company owner",No,60,Not Asked,Male,150000
United States,Microsoft SQL Server,17,Full time employee,No,3,Not Asked,Male,133000
United States,Microsoft SQL Server,20,Full time employee,No,15,Not Asked,Male,115000
Australia,Microsoft SQL Server,15,Full time employee,No,10,Not Asked,Male,77000
United States,Microsoft SQL Server,18,Full time employee,No,80,Not Asked,Male,112000
United States,Microsoft SQL Server,3,Full time employee,No,100,Not Asked,Male,65000
United States,Microsoft SQL Server,7,Full time employee,No,30,Not Asked,Male,82000
United States,Microsoft SQL Server,2,Full time employee,Yes,1,Not Asked,This question is inappropriate. ,90000
United States,Microsoft SQL Server,15,Full time employee,Yes,10,Not Asked,Male,125000
United States,Microsoft SQL Server,12,Full time employee,No,35,Not Asked,Male,128500
United Kingdom,Microsoft SQL Server,6,Full time employee,Yes,10,Not Asked,Male,44000
United States,Microsoft SQL Server,3,Full time employee,No,250,Not Asked,Male,85000
United Kingdom,Microsoft SQL Server,18,"Independent consultant, contractor, freelancer,  or company owner",No,2,Not Asked,Male,115000
United States,Microsoft SQL Server,12,Full time employee,Yes,1200,Not Asked,Male,95000
United States,Microsoft SQL Server,10,Full time employee,Yes,25,Not Asked,Male,98000
Canada,Oracle,15,"Independent consultant, contractor, freelancer,  or company owner",Yes,70,Not Asked,Male,150000
United States,Microsoft SQL Server,18,Full time employee,No,6,Not Asked,Male,100000
United Kingdom,Microsoft SQL Server,19,"Independent consultant, contractor, freelancer,  or company owner",No,25,Not Asked,Male,118000
United States,Microsoft SQL Server,3,Full time employee,No,10,Not Asked,Female,57000
United States,Microsoft SQL Server,7,Full time employee,Yes,1000,Not Asked,Male,108000
United States,Microsoft SQL Server,2,Full time employee,No,5,Not Asked,Male,66000
United States,Microsoft SQL Server,17,Full time employee,No,2400,Not Asked,Female,96000
United States,Microsoft SQL Server,15,Full time employee,No,50,Not Asked,Male,118000
United States,Microsoft SQL Server,15,Full time employee,Yes,150,Not Asked,Male,160000
United States,Microsoft SQL Server,3,Full time employee,No,15,Not Asked,Male,63344
United States,Microsoft SQL Server,14,Full time employee,No,6,Not Asked,Male,109000
United States,Microsoft SQL Server,10,Full time employee,Yes,10,Not Asked,Male,126000
United States,Microsoft SQL Server,13,Full time employee of a consulting/contracting company,No,4,Not Asked,Male,105000
United States,Microsoft SQL Server,15,Full time employee,No,4,Not Asked,Male,65240
Netherlands,Microsoft SQL Server,19,Part time,No,5,Not Asked,Male,43000
Canada,Microsoft SQL Server,5,Full time employee,No,3,Not Asked,Male,62000
Canada,Microsoft SQL Server,15,Full time employee,No,70,Not Asked,Male,85000
United States,Microsoft SQL Server,17,Full time employee,No,20,Not Asked,Male,122000
United States,Microsoft SQL Server,15,Full time employee,No,30,Not Asked,Male,120000
United States,Microsoft SQL Server,7,Full time employee,No,500,Not Asked,Male,112000
United States,Microsoft SQL Server,6,Full time employee,No,50,Not Asked,Male,90000
Canada,Microsoft SQL Server,7,Full time employee,No,58,Not Asked,Male,52916
United States,Microsoft SQL Server,17,Full time employee,Yes,50,Not Asked,Male,150000
United States,Microsoft SQL Server,20,Full time employee,No,40,Not Asked,Male,160000
Spain,Microsoft SQL Server,4,Full time employee,Yes,3,Not Asked,Male,53443
United States,Microsoft SQL Server,15,Full time employee of a consulting/contracting company,No,40,Not Asked,Male,102000
United States,Microsoft SQL Server,3,Full time employee of a consulting/contracting company,No,250,Not Asked,Male,58000
Canada,Microsoft SQL Server,15,Full time employee,No,4,Not Asked,Male,69092
United Kingdom,Microsoft SQL Server,5,Part time,No,5,Not Asked,Male,80500
United Kingdom,Microsoft SQL Server,3,Full time employee,No,100,Not Asked,Male,53620
United States,Microsoft SQL Server,22,Full time employee,No,20,Not Asked,Male,100000
United States,Microsoft SQL Server,15,Full time employee of a consulting/contracting company,No,5,Not Asked,Male,125000
United States,Microsoft SQL Server,5,Full time employee,Yes,2,Not Asked,Male,85000
United States,Microsoft SQL Server,10,Full time employee,No,150,Not Asked,Male,92103
France,MySQL/MariaDB,5,Full time employee,No,5,Not Asked,Male,47500
Canada,Microsoft SQL Server,8,Full time employee,Yes,2,Not Asked,Male,60000
United States,Microsoft SQL Server,17,Full time employee,Yes,20,Not Asked,Male,145000
United Kingdom,Microsoft SQL Server,6,Full time employee,No,70,Not Asked,Male,68367
United States,Microsoft SQL Server,12,Full time employee,No,100,Not Asked,Male,78000
United States,Oracle,10,Full time employee,No,100,Not Asked,Female,98000
United States,Microsoft SQL Server,7,Full time employee,Yes,5,Not Asked,Male,94000
Puerto Rico,Microsoft SQL Server,10,Full time employee,No,4,Not Asked,Male,48000
United States,Microsoft SQL Server,3,Full time employee,No,35,Not Asked,Male,87000
United States,Microsoft SQL Server,20,Full time employee of a consulting/contracting company,No,100,Not Asked,Female,106000
Canada,Microsoft SQL Server,18,"Independent consultant, contractor, freelancer,  or company owner",No,75,Not Asked,Male,100000
United States,Microsoft SQL Server,20,Full time employee,No,50,Not Asked,Male,144000
United States,Microsoft SQL Server,6,Full time employee,No,50,Not Asked,Male,83500
Canada,Microsoft SQL Server,15,Full time employee,No,25,Not Asked,Male,49794
United States,Microsoft SQL Server,15,Full time employee,No,150,Not Asked,Male,105000
United States,Microsoft SQL Server,18,Full time employee,No,6,Not Asked,Male,110000
France,DB2,8,Full time employee,No,5,Not Asked,Male,61671
United States,Microsoft SQL Server,16,Full time employee,No,400,Not Asked,Male,110000
United States,Microsoft SQL Server,20,"Independent consultant, contractor, freelancer,  or company owner",No,3,Not Asked,Male,80000
United States,Microsoft SQL Server,15,Full time employee,No,5,Not Asked,Male,58000
United States,Microsoft SQL Server,3,Full time employee,Yes,30,Not Asked,Male,76000
United States,Microsoft SQL Server,10,Full time employee,No,10,Not Asked,Male,100000
United States,Microsoft SQL Server,17,Full time employee,No,300,Not Asked,Male,143800
United States,Other,5,Full time employee,No,1,Not Asked,Female,40000
United Kingdom,Microsoft SQL Server,6,Full time employee,No,24,Not Asked,Male,48000
United States,Microsoft SQL Server,8,Full time employee,No,7,Not Asked,Male,65000
United States,Microsoft SQL Server,10,Full time employee,No,1,Not Asked,Male,95000
United States,Amazon RDS (any flavor),5,Full time employee,No,12,Not Asked,Male,70000
